DepMap_ID,stripped_cell_line_name,CCLE_Name,Alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,TCGA_subtype,age,Sanger_Model_ID,WTSI_Master_Cell_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,PatientID,DepmapModelType,OncotreeCode,PatientMolecularSubtype,AgeCategory,PatientRace,SourceDetail,TreatmentStatus,TreatmentDetails,OnboardedMedia,EngineeredModel,TissueOrigin,CatalogNumber,PlateCoating,ModelDerivationMaterial
ACH-000917,TE4,TE4_OESOPHAGUS,TE-4,15033710.0,Male,RIKEN,2.0,"-3,828404469",Adherent,RPMI + 10% FBS,"63,8",CVCL_3337,lymph_node,,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCA,48.0,SIDM00250,3820.0,Cell line thought to be female but has Y chromosome expression.,Esophagus/Stomach,esophagus_squamous,,,PT-2HckVI,ESCC,ESCC,,Adult,,RIKEN,,,MF-001-001,,,RCB2097,,
ACH-000918,MOLT16,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLT-16,9081470.0,Female,DSMZ,,,Suspension,RPMI + 20% FBS,,CVCL_1424,haematopoietic_and_lymphoid_tissue,Primary,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,MISC,5.0,SIDM00431,13210.0,,Lymphoid,ALL,t_cell,,PT-vmdivL,TLL,TLL,,Pediatric,,DSMZ,,,MF-001-020,,,29,,
ACH-000919,IM95,IM95_STOMACH,IM95,12401550.0,Male,HSRRB,0.0,"-2,054440021",Mixed,DMEM + 10% FBS,60,CVCL_2961,stomach,Primary,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,63.0,SIDM00602,4050.0,,Esophagus/Stomach,gastric_adenocarcinoma,,,PT-Iu2j9I,STAD,STAD,,Adult,asian,HSRRB,,,MF-002-001,,,JCRB1075.0,,
ACH-000920,CMLT1,CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CML-T1,9109510.0,Female,DSMZ,0.0,"-1,581989945",Suspension,RPMI + 10% FBS,"52,2",CVCL_1126,haematopoietic_and_lymphoid_tissue,Primary,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",LCML,36.0,SIDM00958,1600.0,,Myeloid,CML,blast_crisis,BCR-ABL1 positive,PT-9UeFHL,CMLBCRABL1,CMLBCRABL1,,Adult,,DSMZ,,,MF-001-001,,,7,,
ACH-000921,NCIH157DM,NCIH157DM_LUNG,NCI-H157-DM,,Male,ATCC,2.0,"-4,708673864",Adherent,RPMI + 20% FBS,"92,8",CVCL_0463,pleural_effusion,Metastatic,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,59.0,,,Previously thought to be NCI-H1339 but ICLAC determined that ATCC stock used by DepMap is actually NCI-H157 or a derivative,Lung,SCLC,NSCLC_squamous,,PT-jKAU6d,LUSC,LUSC,,Adult,caucasian,ATCC,,,MF-001-020,,,,,
ACH-000922,RCHACV,RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RCH-ACV,13309940.0,Female,DSMZ,,,Suspension,RPMI + 20% FBS,,CVCL_1851,bone_marrow,,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,DLBC,8.0,SIDM00449,11600.0,,Lymphoid,ALL,b_cell,,PT-0mdkef,BLL,BLL,,Pediatric,,DSMZ,,,MF-001-020,,,ACC 548,,
ACH-000923,BCP1,BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BCP-1,,Male,ATCC,,,Suspension,RPMI + 20% FBS,,CVCL_0107,haematopoietic_and_lymphoid_tissue,,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,DLBC,94.0,,,,Lymphoid,non_hodgkin_lymphoma,b_cell,,PT-6XYxNF,PEL,PEL,,Adult,,ATCC,,,MF-001-020,,,CRL-2294,,
ACH-000924,NCIH2172,NCIH2172_LUNG,NCI-H2172,12983530.0,Female,ATCC,2.0,"-4,912010725",Adherent,RPMI + 10% FBS,87,CVCL_1537,lung,Primary,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,MISC,,SIDM00926,16920.0,,Lung,NSCLC,,,PT-4qxYZb,NSCLC,NSCLC,,Unknown,,ATCC,,,MF-001-001,,,CRL-5930,,
ACH-000925,DV90,DV90_LUNG,DV-90,,Male,DSMZ,,,Adherent,RPMI + 10% FBS + 2mM Glutamine + 1X NEAA,,CVCL_1184,pleural_effusion,Metastatic,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,50.0,,,,Lung,NSCLC,NSCLC_adenocarcinoma,,PT-xZ4Yje,LUAD,LUAD,,Adult,,DSMZ,,,MF-001-054,,,ACC 307,,
ACH-000926,HT55,HT55_LARGE_INTESTINE,HT-55,9072870.0,Unknown,ECACC,3.0,"-2,824135230",Adherent,EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA,"69,4",CVCL_1294,large_intestine,Primary,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,,SIDM00541,16880.0,,Bowel,colorectal_adenocarcinoma,,,PT-vAncSZ,COAD,COAD,,Unknown,,ECACC,,,MF-015-002,,,85061105,,
ACH-000927,BT474,BT474_BREAST,BT-474,9463590.0,Female,ATCC,,,Adherent,RPMI + 10% FBS,,CVCL_0179,breast,Primary,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BRCA,60.0,SIDM00963,4120.0,,Breast,breast_ductal_carcinoma,ERpos_HER2pos,HER2_amp,PT-Az6j9u,IDC,IDC,,Adult,caucasian,ATCC,,,MF-001-001,,,HTB-20,,
ACH-000928,JHUEM1,JHUEM1_ENDOMETRIUM,JHUEM-1,,Female,RIKEN,2.0,"-2,479476920",Adherent,DMEM:F12 + 15% FBS,"57,5",CVCL_4655,endometrium,Primary,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,56.0,,,,Uterus,endometrial_adenocarcinoma,,,PT-C2kgmR,UCEC,UCEC,,Adult,asian,RIKEN,,,MF-007-021,,,RCB1548,,
ACH-000929,NCIH2110,NCIH2110_LUNG,NCI-H2110,12983510.0,Unknown,ATCC,2.0,"-2,470945814",Adherent,RPMI + 10% FBS,"67,8",CVCL_1530,pleural_effusion,Metastatic,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,MISC,,SIDM00703,19480.0,,Lung,NSCLC,,,PT-29i6JV,NSCLC,NSCLC,,Unknown,,ATCC,,,MF-001-001,,,CRL-5924,,
ACH-000930,HCC1569,HCC1569_BREAST,HCC1569,9070460.0,Female,ATCC,,,Adherent,RPMI + 10% FBS,,CVCL_1255,breast,Primary,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BRCA,70.0,SIDM00878,21270.0,,Breast,breast_carcinoma,ERneg_HER2pos,basal_A,PT-AHaEgg,IDC,IDC,,Adult,black_or_african_american,ATCC,,,MF-001-001,,,CRL-2330,,
ACH-000931,HMCB,HMCB_SKIN,HMCB,,Female,ATCC,,,Adherent,,,CVCL_3317,skin,Primary,Melanoma,Melanoma,SKCM,57.0,SIDM00914,,,Skin,melanoma,,,PT-rXLMnY,MEL,MEL,,Adult,,ATCC,,,,,,CRL-9607,,
ACH-000932,SNU1,SNU1_STOMACH,SNU-1,9084440.0,Male,ATCC,2.0,"-4,356096843",Suspension,RPMI + 10% FBS,"85,4",CVCL_0099,stomach,Metastatic,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,44.0,SIDM01146,5640.0,,Esophagus/Stomach,gastric_adenocarcinoma,,,PT-3F7Xgi,STAD,STAD,,Adult,asian,ATCC,,,MF-001-001,,,CRL-5971,,
ACH-000933,SNU324,SNU324_PANCREAS,SNU-324,,Male,KCLB,,,Mixed,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,,CVCL_5051,pancreas,Primary,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,50.0,,,,Pancreas,exocrine,exocrine_adenocarcinoma,,PT-f20OQ6,PAAD,PAAD,,Adult,asian,KCLB,,,MF-001-005,,,,,
ACH-000934,MDAMB361,MDAMB361_BREAST,MDA-MB-361,9081210.0,Female,ATCC,,,Adherent,L-15 + 20% FBS,,CVCL_0620,central_nervous_system,Metastatic,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,40.0,SIDM00528,8800.0,,Breast,breast_carcinoma,ERpos_HER2pos,HER2_amp,PT-0VWXIm,BRCA,BRCA,,Adult,caucasian,ATCC,,,MF-021-003,,,HTB-27,,
ACH-000935,MDST8,MDST8_LARGE_INTESTINE,MDST8,12401730.0,Unknown,ECACC,3.0,"-2,850592881",Adherent,DMEM + 10% FBS + 2mM Glutamine,"72,2",CVCL_2588,large_intestine,Primary,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,,SIDM00527,9280.0,,Bowel,colorectal_adenocarcinoma,,,PT-snQqpb,COAD,COAD,,Unknown,,ECACC,,,MF-002-003,,,99011801,,
ACH-000936,EFO27,EFO27_OVARY,EFO-27,9068520.0,Female,DSMZ,2.0,"-3,852748565",Adherent,RPMI + 20% FBS + 2 mM Glutamine + 1x MEM NEAA + 1 mM sodium pyruvate,"71,8",CVCL_1192,abdomen,Metastatic,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,MISC,36.0,SIDM01051,14970.0,,Ovary/Fallopian Tube,ovary_adenocarcinoma,endometrioid,,PT-AiIzwN,MOV,MOV,,Adult,,DSMZ,,,MF-001-047,,,ACC 191,,
ACH-000937,PF382,PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PF-382,9092600.0,Female,DSMZ,2.0,"-4,073805609",Suspension,RPMI + 10% FBS,"71,2",CVCL_1641,pleural_effusion,,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,MISC,6.0,SIDM00451,10430.0,,Lymphoid,ALL,t_cell,,PT-UEq5KV,TLL,TLL,,Pediatric,,"DSMZ, Received from Kim Stegmaier (DFCI)",,,MF-001-001,,,38,,
ACH-000938,NALM6,NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NALM-6,9081580.0,Male,DSMZ,2.0,"-4,195320696",Suspension,RPMI + 15% FBS,"86,6",CVCL_0092,haematopoietic_and_lymphoid_tissue,Primary,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,DLBC,19.0,SIDM00429,9730.0,,Lymphoid,ALL,b_cell,,PT-rgsUoa,BLL,BLL,,Adult,,DSMZ,,,MF-001-017,,,ACC 128,,
ACH-000939,SKUT1,SKUT1_SOFT_TISSUE,SK-UT-1,9097320.0,Female,ATCC,2.0,"-3,319890844",Adherent,MEM + 10% FBS,"49,6",CVCL_0533,endometrium,Primary,Uterine Sarcoma/Mesenchymal,Uterine Leiomyosarcoma,SARC,75.0,SIDM01113,7250.0,,Uterus,leiomyosarcoma,,,PT-b2KmUs,ULMS,ULMS,,Adult,caucasian,ATCC,,,MF-006-001,,,HTB-114,,
ACH-000940,AN3CA,AN3CA_ENDOMETRIUM,AN3 CA,9107810.0,Female,ATCC,,,Adherent,MEM + 10% FBS,,CVCL_0028,endometrium,Metastatic,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,55.0,SIDM00901,12940.0,,Uterus,endometrial_adenocarcinoma,,,PT-P1Vdpe,UCEC,UCEC,,Adult,caucasian,ATCC,,,MF-006-001,,,HTB-111,,
ACH-000941,HEC1B,HEC1B_ENDOMETRIUM,HEC-1-B,,Female,ATCC,2.0,"-3,706515885",Adherent,MEM + 10% FBS,"64,5",CVCL_0294,endometrium,Primary,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,71.0,SIDM01241,,,Uterus,endometrial_adenocarcinoma,,,PT-YZF57N,UCEC,UCEC,,Adult,,ATCC,,,MF-006-001,,,HTB-113,,
ACH-000942,HPBALL,HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HPB-ALL,,Male,DSMZ,,,Suspension,RPMI + 10% FBS,,CVCL_1820,haematopoietic_and_lymphoid_tissue,Primary,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,MISC,14.0,,,SNP fingerprinting rules out JURKAT contamination.,Lymphoid,ALL,t_cell,,PT-Ojbh46,TLL,TLL,,Pediatric,asian,DSMZ,,,MF-001-001,,,483,,
ACH-000943,RKO,RKO_LARGE_INTESTINE,RKO,9096980.0,Unknown,ATCC,3.0,"-4,991664116",Adherent,EMEM + 10% FBS,"49,1",CVCL_0504,Colon,Primary,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,,SIDM01090,6070.0,,Bowel,colorectal_adenocarcinoma,,MSI,PT-9E5O4L,COAD,COAD,,Unknown,,ATCC,,,MF-015-001,,,CRL-2577,,
ACH-000944,NAMALWA,NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NAMALWA,9081590.0,Female,JCRB,,,Suspension,RPMI + 10% FBS,,CVCL_0067,haematopoietic_and_lymphoid_tissue,,Mature B-Cell Neoplasms,Burkitt Lymphoma,MISC,3.0,SIDM00641,6690.0,,Lymphoid,non_hodgkin_lymphoma,b_cell_burkitt,,PT-grWxm0,BL,BL,,Pediatric,,JCRB,,,MF-001-001,,,IFO50040,,
ACH-000945,NCIH650,NCIH650_LUNG,NCI-H650,7220660.0,Male,ATCC,,,Suspension,RPMI + 5% FBS,,CVCL_1575,lung,Metastatic,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,,SIDM01124,15390.0,,Lung,NSCLC,NSCLC_adenocarcinoma,,PT-0uFhp8,LUAD,LUAD,,Unknown,,ATCC,,,MF-001-014,,,CRL-5835,,
ACH-000946,HEC265,HEC265_ENDOMETRIUM,HEC-265,,Female,HSRRB,2.0,"-3,595208450",Adherent,EMEM + 15% FBS,"83,8",CVCL_2928,endometrium,Primary,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,59.0,,,,Uterus,endometrial_adenocarcinoma,,,PT-ANEQ4x,UCEC,UCEC,,Adult,asian,HSRRB,,,MF-015-007,,,JCRB1142,,
ACH-000947,OVK18,OVK18_OVARY,OVK18,14803710.0,Female,RIKEN,3.0,"-4,457385600",Adherent,MEM + 10% FBS,"82,3",CVCL_3770,ascites,Metastatic,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,MISC,49.0,SIDM00238,2000.0,,Ovary/Fallopian Tube,ovary_adenocarcinoma,endometrioid,,PT-MsM9mi,EOV,EOV,,Adult,,RIKEN,,,MF-006-001,,,RCB1903,,
ACH-000948,2313287,2313287_STOMACH,23132/87,9109240.0,Male,DSMZ,2.0,"-4,339057983",Adherent,RPMI + 10% FBS,,CVCL_1046,stomach,Primary,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,72.0,SIDM00980,5580.0,,Esophagus/Stomach,gastric_adenocarcinoma,,,PT-VDIRwk,STAD,STAD,,Adult,,DSMZ,,,MF-001-001,,,ACC 201,,
ACH-000949,TGBC11TKB,TGBC11TKB_STOMACH,TGBC11TKB,9097700.0,Female,RIKEN,0.0,"8841745594402650,000000000",Suspension,DMEM + 5% FBS,,CVCL_1768,lymph_node,Metastatic,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,72.0,SIDM00251,19170.0,,Esophagus/Stomach,gastric_adenocarcinoma,,,PT-cGBc5A,STAD,STAD,,Adult,,RIKEN,,,MF-002-008,,,RCB1148,,
ACH-000950,LOVO,LOVO_LARGE_INTESTINE,LoVo,9077900.0,Male,ATCC,3.0,"-2,163584097",Adherent,F12 + 10% FBS,"53,4",CVCL_0399,lymph_node,Metastatic,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,56.0,SIDM00839,3060.0,,Bowel,colorectal_adenocarcinoma,,MSI,PT-6USEGU,COAD,COAD,,Adult,caucasian,ATCC,,,MF-004-001,,,CCL-229,,
ACH-000951,NCIH2342,NCIH2342_LUNG,NCI-H2342,6878190.0,Male,ATCC,,,Mixed,DMEM:F12 + 5% FBS + 2mM Glutamine + 5ug/ml Insulin + 10ug/ml Transferrin + 30nM Selenium + 10nM Hydrocortisone + 10nM Beta estradiol,,CVCL_1549,lung,Primary,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,55.0,SIDM00727,18140.0,,Lung,NSCLC,NSCLC_adenocarcinoma,,PT-Q9lcwL,LUAD,LUAD,,Adult,caucasian,ATCC,,,MF-007-010,,,CRL-5941,,
ACH-000952,MDAPCA2B,MDAPCA2B_PROSTATE,MDA PCa 2b,,Male,ATCC,,,Adherent,F12 + 20% FBS,,CVCL_4748,bone,Metastatic,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD,63.0,,,,Prostate,prostate_adenocarcinoma,,,PT-4e8Oiw,PRAD,PRAD,,Adult,black_or_african_american,ATCC,,,MF-004-007,,,CRL-2422,,
ACH-000953,SUPT1,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUP-T1,9097430.0,Male,ATCC,2.0,"-2,701495375",Suspension,RPMI + 10% FBS,"92,9",CVCL_1714,pleural_effusion,Metastatic,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,MISC,8.0,SIDM01154,14520.0,,Lymphoid,ALL,t_cell,,PT-Zkuf8L,TLL,TLL,,Pediatric,caucasian,ATCC,,,MF-001-001,,,CRL-1942,,
ACH-000954,HEC1A,HEC1A_ENDOMETRIUM,HEC-1-A,,Female,ATCC,0.0,"-1,830533284",Adherent,McCoy's 5A + 10% FBS,"91,6",CVCL_0293,endometrium,Primary,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,71.0,SIDM00595,,,Uterus,endometrial_adenocarcinoma,,,PT-YZF57N,UCEC,UCEC,,Adult,,ATCC,,,MF-023-001,,,HTB-112,,
ACH-000955,SNU407,SNU407_LARGE_INTESTINE,SNU-407,16600340.0,Male,KCLB,,,Adherent,RPMI + 10% FBS + 2mM Glutamine,,CVCL_5058,soft_tissue,Metastatic,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,37.0,SIDM00214,19070.0,,Bowel,colorectal_adenocarcinoma,,MSI,PT-lgLAoF,COAD,COAD,,Adult,asian,KCLB,,,MF-001-003,,,407,,
ACH-000956,22RV1,22RV1_PROSTATE,22Rv1,9241000.0,Male,ATCC,,,Adherent,RPMI + 10% FBS,,CVCL_1045,prostate,Primary,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD,,SIDM00499,10270.0,,Prostate,prostate_adenocarcinoma,,,PT-rqTCjv,PRAD,PRAD,,Adult,,ATCC,,,MF-001-001,,,CRL-2505,,
ACH-000957,LS180,LS180_LARGE_INTESTINE,LS 180,9981890.0,Female,ATCC,2.0,"-2,647049754",Adherent,MEM + 10% FBS,53,CVCL_0397,Colon,Primary,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,58.0,SIDM00680,20810.0,,Bowel,colorectal_adenocarcinoma,,MSI,PT-FXUrcz,COAD,COAD,,Adult,,ATCC,,,MF-006-001,,,CL-187,,
ACH-000958,SW48,SW48_LARGE_INTESTINE,SW48,9097510.0,Female,ATCC,2.0,"-2,542591961",Mixed,RPMI + 10% FBS,"64,2",CVCL_1724,Colon,Primary,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,83.0,SIDM00837,10.0,,Bowel,colorectal_adenocarcinoma,,MSI,PT-EB6qeM,COAD,COAD,,Adult,caucasian,ATCC,,,MF-001-001,,,CCL-231,,
ACH-000959,SNUC4,SNUC4_LARGE_INTESTINE,SNU-C4,,Male,KCLB,2.0,"-4,111999881",Suspension,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,57,CVCL_5111,large_intestine,Primary,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,35.0,SIDM00500,,,Bowel,colorectal_adenocarcinoma,,MSI,PT-ulmNPq,COAD,COAD,,Adult,asian,KCLB,,,MF-001-005,,,0000C4,,
ACH-000960,REH,REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Reh,9096960.0,Female,ATCC,2.0,"-4,126740136",Suspension,RPMI + 10% FBS,65,CVCL_1650,haematopoietic_and_lymphoid_tissue,Primary,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,DLBC,15.0,SIDM00447,12720.0,,Lymphoid,ALL,b_cell,,PT-N5YXV2,BLL,BLL,,Pediatric,north_african,ATCC,,,MF-001-001,,,,,
ACH-000961,ISHIKAWAHERAKLIO02ER,ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,Ishikawa (Heraklio) 02 ER-,,Female,ECACC,2.0,"-2,975242628",Unknown,MEM + 10% FBS,"43,7",CVCL_6543,endometrium,Primary,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,39.0,SIDM00037,,,Uterus,endometrial_adenocarcinoma,,,PT-P06fLR,UCEC,UCEC,,Adult,,ECACC,,,MF-006-001,,,99040201,,
ACH-000962,OC314,OC314_OVARY,OC 314,9092570.0,Female,ICLC,,,Adherent,,,CVCL_1616,ascites,Metastatic,Ovarian Epithelial Tumor,Serous Ovarian Cancer,OV,39.0,SIDM00220,8960.0,,Ovary/Fallopian Tube,ovary_adenocarcinoma,clear_cell,,PT-3doOpy,SOC,SOC,,Adult,,ICLC,,,,,,,,
ACH-000963,CCK81,CCK81_LARGE_INTESTINE,CCK-81,12401230.0,Female,HSRRB,3.0,"-1,641349960",Adherent,MEM + 10% FBS,"50,1",CVCL_2873,large_intestine,Metastatic,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,62.0,SIDM00487,19150.0,,Bowel,colorectal_adenocarcinoma,,MSI,PT-c4ZGOD,COAD,COAD,,Adult,,HSRRB,,,MF-006-001,,,,,
ACH-000964,MOLT3,MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLT-3,,Male,NIBRI,,,Suspension,RPMI + 10% FBS,,CVCL_0624,haematopoietic_and_lymphoid_tissue,Primary,Mature T and NK Neoplasms,Adult T-Cell Leukemia/Lymphoma,MISC,19.0,SIDM00153,,,Lymphoid,ALL,t_cell,,PT-1559gB,ATLL,ATLL,,Adult,,NIBRI (Novartis),,,MF-001-001,,,CRL-1552,,
ACH-000965,RL952,RL952_ENDOMETRIUM,RL95-2,9300820.0,Female,ATCC,2.0,"-4,896968748",Adherent,DMEM:F12 + 5% FBS + 2mM Glutamine + 5ug/ml Insulin + 10ug/ml Transferrin + 30nM Selenium + 10nM Hydrocortisone + 10nM Beta estradiol,"59,8",CVCL_0505,endometrium,Primary,Endometrial Carcinoma,Uterine Adenosquamous Carcinoma,MISC,65.0,SIDM01088,22150.0,,Uterus,endometrial_adenosquamous,,,PT-de7J0H,UASC,UASC,,Adult,caucasian,ATCC,,,MF-007-010,,,CRL-1671,,
ACH-000966,IGROV1,IGROV1_OVARY,IGROV1,9059680.0,Female,Academic lab,,,Adherent,RPMI + 10% FBS,,CVCL_1304,ovary,Primary,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,MISC,47.0,SIDM00151,12150.0,,Ovary/Fallopian Tube,ovary_adenocarcinoma,mixed_endometrioid_clear_cell,,PT-bGFaJu,EOV,EOV,,Adult,,NCI/DCTD,,,MF-001-001,,,,,
ACH-000967,SNUC2A,SNUC2A_LARGE_INTESTINE,SNU-C2A,,Female,ATCC,,,Adherent,RPMI + 10% FBS,,CVCL_1709,large_intestine,Primary,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,43.0,SIDM00780,,,Bowel,colorectal_adenocarcinoma,,MSI,PT-GfrL06,COAD,COAD,,Adult,asian,ATCC,,,MF-001-001,,,CCL-250.1,,
ACH-000968,COLO792,COLO792_SKIN,COLO 792,9068140.0,Male,ECACC,2.0,"-3,927769548",Adherent,RPMI + 10% FBS,"63,2",CVCL_1134,central_nervous_system,Metastatic,Melanoma,Melanoma,SKCM,62.0,SIDM00140,14670.0,,Skin,melanoma,,,PT-z7yLU0,MEL,MEL,,Adult,,ECACC,,,MF-001-001,,,93052616,,
ACH-000969,KM12,KM12_LARGE_INTESTINE,KM12,9059890.0,Unknown,JCRB,3.0,"-3,234897493",Mixed,RPMI + 10% FBS,"80,1",CVCL_1331,large_intestine,Primary,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,,SIDM00150,19900.0,,Bowel,colorectal_adenocarcinoma,,MSI,PT-ue72rD,COAD,COAD,,Unknown,,JCRB,,,MF-001-001,,,,,
ACH-000970,SNUC5,SNUC5_LARGE_INTESTINE,SNU-C5,16740210.0,Female,KCLB,,,Adherent,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,,CVCL_5112,Colon,Primary,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,77.0,SIDM00498,1520.0,,Bowel,colorectal_adenocarcinoma,,,PT-B2n6IN,COAD,COAD,,Adult,asian,KCLB,,,MF-001-005,,,,,
ACH-000971,HCT116,HCT116_LARGE_INTESTINE,HCT 116,9059360.0,Male,ATCC,,,Adherent,McCoy's 5A + 10% FBS,,CVCL_0291,large_intestine,Primary,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,48.0,SIDM00783,19200.0,,Bowel,colorectal_adenocarcinoma,,MSI,PT-2Roqq2,COAD,COAD,,Adult,,ATCC,,,MF-023-001,,,CCL-247,,
ACH-000972,HEC151,HEC151_ENDOMETRIUM,HEC-151,,Female,HSRRB,0.0,"-1,573243187",Adherent,EMEM + 15% FBS,,CVCL_2925,endometrium,Primary,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,,,,,Uterus,endometrial_adenocarcinoma,,,PT-KBFu4S,UCEC,UCEC,,Unknown,asian,HSRRB,,,MF-015-007,,,JCRB1122,,
ACH-000973,639V,639V_URINARY_TRACT,639-V,9067980.0,Male,ATCC,1.0,"-5,772209959",Adherent,DMEM + 10% FBS,"79,7",CVCL_1048,urinary_tract,Primary,Urethral Cancer,Urethral Urothelial Carcinoma,MISC,69.0,SIDM00999,14830.0,,Bladder/Urinary Tract,bladder_carcinoma,bladder_transitional_cell,,PT-P31KFG,UCU,UCU,,Adult,caucasian,ATCC,,,MF-002-001,,,,,
ACH-000974,SNGM,SNGM_ENDOMETRIUM,SNG-M,9097350.0,Female,HSRRB,2.0,"-3,489868653",Adherent,F12 + 20% FBS,"90,2",CVCL_1707,lymph_node,Metastatic,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,52.0,SIDM00373,20580.0,,Uterus,endometrial_adenocarcinoma,,,PT-cgXnS7,UCEC,UCEC,,Adult,asian,HSRRB,,,MF-004-007,,,JCRB0179,,
ACH-000975,HCC2450,HCC2450_LUNG,HCC2450,,Male,Academic lab,2.0,"-4,884794723",Adherent,RPMI + 10% FBS,"70,8",CVCL_5133,lung,Primary,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,52.0,,,,Lung,NSCLC,NSCLC_squamous,,PT-gNoIDb,LUSC,LUSC,,Adult,,Meyerson (Broad) who received from Minna,,,MF-001-001,,,,,
